msisdn,called_number,call_time,duration,call_status,call_type
0612000003,0661100002,2025-06-04 18:29:54,23,abouti,national
0612000002,0661100002,2025-06-03 13:34:03,23,abouti,national
0612000003,0662400002,2025-06-04 21:02:59,207,abouti,national
0660100001,0669000002,2025-06-02 13:18:28,130,abouti,national
0612000003,+33698765432,2025-06-01 18:21:35,12,abouti,international
0612000002,0661100006,2025-06-01 12:37:03,24,abouti,national
0612000002,+33698765432,2025-06-01 15:48:45,10,echoue,international
0612000003,+33788991100,2025-06-04 18:20:55,13,abouti,international
0612000003,0661100006,2025-06-02 18:44:57,22,abouti,national
0612000002,0661100005,2025-06-01 15:33:27,11,abouti,national
0612000003,+33788991100,2025-06-04 19:53:57,17,abouti,international
0612000002,0661100005,2025-06-04 13:43:24,23,abouti,national
0612000002,+32499887766,2025-06-03 15:15:54,22,abouti,international
0612000001,0661100002,2025-06-01 08:48:11,17,abouti,national
0612000003,0661100007,2025-06-04 18:27:25,23,abouti,national
0612000001,0661100007,2025-06-01 11:49:35,12,abouti,national
0612000001,0661100001,2025-06-03 06:06:55,26,abouti,national
0612000002,0661100002,2025-06-02 16:26:21,12,abouti,national
0612000003,0661100007,2025-06-04 18:55:43,24,abouti,national
0612000003,0661100007,2025-06-01 18:25:13,14,abouti,national
0612000001,0661100006,2025-06-04 10:44:48,13,abouti,national
0612000003,+32477000111,2025-06-01 18:54:04,25,abouti,international
0612000002,+32499887766,2025-06-01 12:04:41,10,abouti,international
0612000002,0661100002,2025-06-04 17:54:32,21,echoue,national
0612000001,+33755443322,2025-06-01 10:20:59,15,abouti,international
0612000002,0661100001,2025-06-01 13:53:47,27,abouti,national
0612000001,0661100002,2025-06-01 07:55:00,25,abouti,national
0612000002,0662300002,2025-06-01 15:11:57,227,abouti,national
0660100001,0669000005,2025-06-03 09:48:22,305,abouti,national
0612000002,+32477000111,2025-06-03 13:02:18,28,echoue,international
0660100001,0669000002,2025-06-01 18:37:32,315,abouti,national
0612000003,0661100007,2025-06-01 19:52:07,23,abouti,national
0612000001,0661100004,2025-06-04 08:37:06,9,abouti,national
0612000001,+33698765432,2025-06-04 07:21:49,12,echoue,international
0612000002,0662300001,2025-06-01 13:42:44,21,echoue,national
0660100001,0669000003,2025-06-03 10:32:34,423,abouti,national
0612000002,0661100006,2025-06-02 12:11:50,24,abouti,national
0612000002,+32499887766,2025-06-03 17:41:03,9,abouti,international
0612000003,+33788991100,2025-06-02 21:59:31,19,echoue,international
0612000003,0661100002,2025-06-03 18:02:27,21,abouti,national
0612000001,0661100007,2025-06-02 11:12:05,15,abouti,national
0612000003,0661100001,2025-06-02 22:28:04,18,abouti,national
0612000001,+33612345678,2025-06-04 06:08:50,19,abouti,international
0612000003,0661100005,2025-06-02 20:14:01,23,echoue,national
0612000001,0661100005,2025-06-03 08:30:33,26,abouti,national
0612000001,+33698765432,2025-06-04 06:20:58,15,abouti,international
0612000003,0661100006,2025-06-02 18:28:29,21,abouti,national
0612000002,0662300001,2025-06-01 16:32:25,9,abouti,national
0612000001,0662200001,2025-06-02 08:39:52,25,abouti,national
0612000001,+33698765432,2025-06-02 09:49:23,11,abouti,international
0612000002,0661100002,2025-06-04 16:13:17,25,abouti,national
0612000003,0661100004,2025-06-03 18:13:51,12,abouti,national
0612000002,0661100002,2025-06-03 14:59:56,21,echoue,national
0612000003,0661100001,2025-06-02 21:54:49,18,abouti,national
0612000001,0662200002,2025-06-04 10:35:49,25,abouti,national
0612000002,0661100008,2025-06-04 15:09:22,21,echoue,national
0660100001,0669000002,2025-06-01 10:44:37,434,abouti,national
0612000002,+32477000111,2025-06-04 12:21:38,27,abouti,international
0612000001,+33612345678,2025-06-03 06:02:03,17,abouti,international
0612000002,0661100008,2025-06-03 16:16:48,19,abouti,national
0612000001,0661100006,2025-06-01 07:48:17,21,echoue,national
0612000001,+33788991100,2025-06-04 06:23:43,16,abouti,international
0612000001,0661100006,2025-06-01 06:24:06,19,abouti,national
0660100001,0669000005,2025-06-02 14:38:44,213,abouti,national
0612000002,+32477000111,2025-06-03 12:36:43,14,abouti,international
0612000001,0661100004,2025-06-02 07:44:18,20,abouti,national
0612000001,+33755443322,2025-06-01 06:18:53,27,abouti,international
0612000003,+32477000111,2025-06-02 20:45:22,26,abouti,international
0612000003,0661100006,2025-06-02 18:07:34,14,abouti,national
0612000001,0661100001,2025-06-01 09:13:55,8,echoue,national
0612000002,0661100006,2025-06-03 15:24:15,22,abouti,national
0612000002,0661100004,2025-06-04 14:04:23,23,abouti,national
0612000002,0662300002,2025-06-02 13:09:10,26,abouti,national
0612000003,0662400001,2025-06-03 22:30:08,13,abouti,national
0612000001,0661100002,2025-06-02 11:07:46,13,abouti,national
0612000002,+33612345678,2025-06-02 12:29:43,19,abouti,international
0612000002,0661100006,2025-06-03 13:46:41,20,abouti,national
0612000001,0661100001,2025-06-02 09:16:53,9,abouti,national
0612000002,+32499887766,2025-06-03 12:51:42,14,abouti,international
0660100001,0669000002,2025-06-01 17:58:44,200,abouti,national
0612000003,+32477000111,2025-06-02 21:44:04,8,echoue,international
0612000002,0661100006,2025-06-01 16:08:02,13,abouti,national
0612000003,0661100002,2025-06-02 18:54:07,13,abouti,national
0612000003,0661100001,2025-06-04 20:06:54,12,echoue,national
0612000002,0661100007,2025-06-03 16:58:13,15,echoue,national
0612000001,0662200001,2025-06-03 10:51:22,101,abouti,national
0612000001,0661100008,2025-06-02 11:44:30,8,abouti,national
0612000001,0661100006,2025-06-04 11:05:25,13,abouti,national
0612000001,0661100008,2025-06-03 07:58:18,20,abouti,national
0612000001,0661100005,2025-06-03 07:04:43,28,abouti,national
0612000002,0661100003,2025-06-02 14:26:15,26,abouti,national
0612000002,0661100008,2025-06-03 16:06:51,18,abouti,national
0612000002,0661100008,2025-06-03 13:31:05,22,abouti,national
0612000002,+32477000111,2025-06-04 17:14:34,23,abouti,international
0612000003,+32499887766,2025-06-03 20:05:12,23,abouti,international
0612000001,+33755443322,2025-06-03 11:40:16,22,echoue,international
0612000001,0661100003,2025-06-01 09:34:28,15,abouti,national
0612000002,0661100002,2025-06-01 16:55:41,21,abouti,national
0612000003,+33612345678,2025-06-02 18:57:54,21,abouti,international
0612000002,0662300001,2025-06-03 15:15:19,17,abouti,national
0612000003,0661100007,2025-06-02 22:09:03,28,echoue,national
0612000002,0661100007,2025-06-03 17:01:00,24,echoue,national
0612000001,+33612345678,2025-06-04 06:54:51,19,abouti,international
0612000001,+33788991100,2025-06-04 06:43:48,12,abouti,international
0612000003,0661100001,2025-06-01 18:28:29,21,abouti,national
0612000003,0661100003,2025-06-01 20:22:27,28,abouti,national
0612000003,+32477000111,2025-06-02 19:07:00,12,abouti,international
0612000001,0661100006,2025-06-02 08:24:30,20,abouti,national
0612000003,0661100001,2025-06-04 20:07:08,13,abouti,national
0612000001,0661100001,2025-06-03 06:21:11,16,abouti,national
0612000002,0661100007,2025-06-04 13:55:24,10,abouti,national
0612000003,0661100008,2025-06-02 19:27:52,21,echoue,national
0612000002,+32477000111,2025-06-01 12:31:29,26,abouti,international
0660100001,0669000002,2025-06-03 08:12:17,206,abouti,national
0612000002,0661100008,2025-06-01 12:48:37,26,abouti,national
0612000003,0661100001,2025-06-01 22:09:00,19,abouti,national
0612000001,+33698765432,2025-06-04 06:30:01,25,abouti,international
0612000001,+32477000111,2025-06-02 06:33:59,25,abouti,international
0612000003,0662400001,2025-06-02 20:05:30,74,abouti,national
0612000002,0661100004,2025-06-02 13:49:36,21,abouti,national
0612000002,+33698765432,2025-06-03 13:08:32,22,echoue,international
0612000001,0661100004,2025-06-02 08:14:24,21,echoue,national
0612000002,0662300001,2025-06-04 12:17:55,212,abouti,national
0612000001,0661100002,2025-06-04 06:16:34,22,abouti,national
0612000002,0661100008,2025-06-02 16:45:05,23,abouti,national
0612000001,+32477000111,2025-06-03 08:12:33,22,abouti,international
0612000003,+32477000111,2025-06-04 22:54:29,23,abouti,international
0612000001,0661100005,2025-06-02 06:11:37,9,abouti,national
0612000001,+33698765432,2025-06-03 11:15:24,17,abouti,international
0612000002,0661100008,2025-06-04 16:11:23,23,echoue,national
0612000001,0661100003,2025-06-02 09:12:53,23,abouti,national
0612000001,0661100003,2025-06-01 06:15:14,11,abouti,national
0612000002,0661100004,2025-06-01 13:21:49,12,abouti,national
0612000003,0662400001,2025-06-01 19:33:15,152,abouti,national
0612000002,0661100004,2025-06-03 16:46:26,20,abouti,national
0612000003,0662400002,2025-06-03 20:16:37,120,abouti,national
0612000002,0661100003,2025-06-03 14:41:55,20,abouti,national
0612000001,+32477000111,2025-06-01 07:08:32,11,echoue,international
0612000001,+33755443322,2025-06-01 07:56:45,28,abouti,international
0612000001,0661100005,2025-06-01 08:01:07,15,abouti,national
0612000002,+32477000111,2025-06-01 14:34:15,14,abouti,international
0612000003,+33755443322,2025-06-04 20:54:18,11,abouti,international
0612000002,0662300002,2025-06-03 17:39:40,23,abouti,national
0612000002,0661100006,2025-06-01 15:59:06,12,abouti,national
0612000001,+33755443322,2025-06-03 10:39:04,15,abouti,international
0612000003,0661100008,2025-06-04 20:35:31,8,abouti,national
0612000001,0661100006,2025-06-03 09:48:34,15,abouti,national
0612000001,0662200001,2025-06-01 10:30:32,24,echoue,national
0612000002,+33755443322,2025-06-03 12:44:07,17,abouti,international
0612000003,+33698765432,2025-06-02 19:56:09,28,abouti,international
0612000003,0661100005,2025-06-01 21:33:33,12,echoue,national
0612000001,0661100001,2025-06-02 08:24:57,26,abouti,national
0612000001,+33788991100,2025-06-01 09:31:13,26,abouti,international
0612000002,0661100003,2025-06-04 13:45:04,28,abouti,national
0612000003,0661100005,2025-06-03 20:21:52,23,abouti,national
0612000001,0661100007,2025-06-04 08:01:03,11,abouti,national
0612000002,+33612345678,2025-06-04 12:43:57,18,abouti,international
0612000002,0661100007,2025-06-04 15:02:36,18,abouti,national
0612000002,+32499887766,2025-06-02 16:39:58,9,abouti,international
0612000003,0661100001,2025-06-02 20:34:19,15,echoue,national
0612000002,0661100003,2025-06-02 12:40:37,12,abouti,national
0612000002,0661100001,2025-06-03 16:24:43,14,abouti,national
0612000002,+33698765432,2025-06-01 12:41:40,18,abouti,international
0612000002,+32499887766,2025-06-02 12:27:32,9,abouti,international
0612000002,+33612345678,2025-06-02 15:33:29,27,echoue,international
0612000002,+32499887766,2025-06-03 12:57:25,21,abouti,international
0612000003,+33698765432,2025-06-04 21:49:47,18,abouti,international
0612000003,+33698765432,2025-06-01 18:31:20,8,abouti,international
0612000001,+32477000111,2025-06-04 09:32:38,28,abouti,international
0612000001,+33612345678,2025-06-01 07:04:38,13,abouti,international
0612000003,0661100005,2025-06-03 21:14:16,28,abouti,national
0612000001,0662200002,2025-06-01 10:25:07,27,abouti,national
0612000002,+33612345678,2025-06-02 16:45:08,23,abouti,international
0612000002,0661100006,2025-06-01 12:55:40,12,abouti,national
0612000002,0662300002,2025-06-02 17:03:58,9,abouti,national
0612000002,0661100008,2025-06-02 16:44:45,16,abouti,national
0612000003,0661100001,2025-06-04 19:38:03,11,echoue,national
0612000002,+33698765432,2025-06-02 15:23:48,24,abouti,international
0612000003,0661100004,2025-06-03 20:56:36,14,abouti,national
0612000003,0661100007,2025-06-02 22:57:30,13,abouti,national
0612000003,0661100008,2025-06-03 18:56:15,17,abouti,national
0612000001,0661100008,2025-06-01 09:24:16,25,abouti,national
0612000002,+33788991100,2025-06-02 12:19:25,23,abouti,international
0612000002,0661100003,2025-06-01 12:30:32,9,abouti,national
0612000001,0661100003,2025-06-01 09:59:48,23,abouti,national
0612000002,0661100001,2025-06-04 16:39:03,14,abouti,national
0612000001,0661100005,2025-06-03 06:33:38,11,abouti,national
0612000001,0661100006,2025-06-02 06:46:50,21,abouti,national
0612000002,0661100005,2025-06-01 13:32:23,14,abouti,national
0660100001,0669000004,2025-06-04 18:03:59,258,abouti,national
0612000001,0661100007,2025-06-04 11:25:55,10,echoue,national
0612000003,0661100008,2025-06-03 21:12:17,28,abouti,national
0612000001,0661100005,2025-06-04 08:38:09,26,abouti,national
0612000002,+33755443322,2025-06-02 13:39:34,26,echoue,international
0612000003,+33698765432,2025-06-01 18:31:09,28,abouti,international
0612000002,+33788991100,2025-06-04 15:58:05,17,echoue,international
0612000001,+32477000111,2025-06-04 06:02:19,22,abouti,international
0612000002,0661100004,2025-06-03 14:33:08,8,abouti,national
0612000003,0662400002,2025-06-03 21:29:19,11,abouti,national
0612000003,0661100005,2025-06-01 22:36:10,26,abouti,national
0612000003,+33788991100,2025-06-03 22:58:26,26,echoue,international
0612000002,+32477000111,2025-06-02 16:21:34,28,abouti,international
0612000001,+33698765432,2025-06-01 10:05:54,15,echoue,international
0660100001,0669000002,2025-06-02 19:59:35,162,abouti,national
0612000001,0661100008,2025-06-02 08:31:40,17,echoue,national
0612000003,0662400002,2025-06-01 21:03:09,227,abouti,national
0612000003,0661100003,2025-06-04 21:54:30,23,echoue,national
0612000002,+32477000111,2025-06-01 12:28:58,26,abouti,international
0612000002,+32499887766,2025-06-02 14:03:18,23,abouti,international
0612000002,+33698765432,2025-06-04 13:42:24,15,abouti,international
0612000003,0661100007,2025-06-04 22:31:08,27,echoue,national
0612000002,+32477000111,2025-06-01 13:19:35,12,abouti,international
0612000001,+33755443322,2025-06-04 07:54:23,28,abouti,international
0612000002,0661100006,2025-06-03 14:52:14,14,echoue,national
0612000002,0661100002,2025-06-02 12:20:41,22,abouti,national
0612000002,0661100001,2025-06-04 12:35:30,28,abouti,national
0612000001,0661100004,2025-06-01 09:42:45,9,abouti,national
0612000001,+33698765432,2025-06-03 06:09:51,17,abouti,international
0612000001,0661100002,2025-06-02 10:20:54,22,abouti,national
0612000002,0661100004,2025-06-02 14:32:29,9,abouti,national
0612000003,0661100002,2025-06-04 20:00:42,23,abouti,national
0612000003,0661100001,2025-06-02 18:17:05,15,abouti,national
0612000001,+33612345678,2025-06-04 07:07:06,22,echoue,international
0612000001,0661100002,2025-06-03 09:32:47,21,abouti,national
0660100001,0669000003,2025-06-04 16:50:50,414,abouti,national
0612000002,0661100001,2025-06-01 17:17:40,28,echoue,national
0612000003,0661100007,2025-06-02 18:59:51,18,abouti,national
0612000001,+32499887766,2025-06-03 09:32:45,23,abouti,international
0612000003,0661100008,2025-06-04 22:45:42,15,echoue,national
0612000003,0661100004,2025-06-02 20:33:22,11,abouti,national
0612000001,+33788991100,2025-06-02 07:56:40,23,abouti,international
0612000002,0661100003,2025-06-01 13:08:38,27,abouti,national
0612000003,0661100001,2025-06-04 22:07:31,21,echoue,national
0612000002,0661100008,2025-06-04 15:06:28,17,abouti,national
0612000002,+33612345678,2025-06-01 17:31:33,16,echoue,international
0612000002,0662300001,2025-06-03 14:19:29,20,abouti,national
0612000002,0661100007,2025-06-03 13:28:55,25,abouti,national
0612000003,+32499887766,2025-06-03 18:05:25,9,abouti,international
0612000002,0662300001,2025-06-02 17:18:29,12,abouti,national
0612000003,0661100001,2025-06-01 19:14:33,18,echoue,national
0612000003,0661100003,2025-06-01 18:12:44,28,abouti,national
0612000003,0661100002,2025-06-01 20:57:06,20,abouti,national
0612000001,0661100001,2025-06-03 06:36:39,27,abouti,national
0612000001,+32499887766,2025-06-03 09:26:05,22,abouti,international
0612000003,0661100008,2025-06-04 18:49:05,18,abouti,national
0612000002,0661100001,2025-06-04 14:11:43,22,abouti,national
0612000001,0661100004,2025-06-01 11:57:22,19,abouti,national
0612000003,+33788991100,2025-06-01 22:43:46,9,abouti,international
0612000003,0661100005,2025-06-04 21:20:15,15,echoue,national
0612000001,+33788991100,2025-06-03 07:10:00,17,abouti,international
0612000001,0661100002,2025-06-01 06:12:45,9,abouti,national
0612000001,+32477000111,2025-06-02 06:17:10,11,abouti,international
0612000001,+32499887766,2025-06-02 08:03:35,12,echoue,international
0612000002,0661100006,2025-06-04 13:09:47,8,echoue,national
0660100001,0669000001,2025-06-04 11:48:34,243,abouti,national
0612000003,0661100008,2025-06-02 20:38:14,27,echoue,national
0612000001,0661100004,2025-06-02 06:57:36,16,abouti,national
0612000003,0661100005,2025-06-02 18:43:19,13,abouti,national
0612000001,+33755443322,2025-06-04 07:05:42,8,abouti,international
0612000002,0661100006,2025-06-03 12:47:38,21,abouti,national
0612000003,0661100001,2025-06-01 22:40:53,8,abouti,national
0612000002,0661100005,2025-06-04 13:19:28,10,echoue,national
0612000001,+33755443322,2025-06-04 06:23:06,15,abouti,international
0612000003,+32477000111,2025-06-02 22:50:55,13,abouti,international
0612000001,+33698765432,2025-06-01 07:16:47,15,abouti,international
0612000002,+33612345678,2025-06-02 16:18:07,20,abouti,international
0612000001,+32499887766,2025-06-02 10:32:41,23,abouti,international
0612000002,+33755443322,2025-06-04 13:25:49,22,abouti,international
0612000003,0661100002,2025-06-04 20:09:05,11,abouti,national
0612000001,0661100003,2025-06-03 08:21:20,23,abouti,national
0612000002,0661100006,2025-06-02 14:46:23,9,echoue,national
0612000001,0661100003,2025-06-04 11:22:46,12,abouti,national
0612000003,0661100003,2025-06-04 19:01:14,8,abouti,national
0612000003,0661100004,2025-06-03 20:54:44,22,echoue,national
0612000001,0661100004,2025-06-02 07:43:19,9,echoue,national
0612000001,0661100005,2025-06-02 09:55:29,14,abouti,national
0612000001,0661100008,2025-06-01 07:24:24,25,abouti,national
0612000001,+33698765432,2025-06-01 08:14:04,26,abouti,international
0612000001,0661100002,2025-06-03 10:47:05,11,abouti,national
0612000002,+33612345678,2025-06-02 14:36:35,20,abouti,international
0612000002,0661100004,2025-06-03 12:30:20,8,abouti,national
0612000003,0661100001,2025-06-04 19:13:44,11,abouti,national
0612000003,0662400001,2025-06-02 19:15:40,20,abouti,national
0612000002,0661100008,2025-06-02 14:29:31,20,echoue,national
0612000001,0662200001,2025-06-03 08:52:00,9,abouti,national
0612000002,0661100006,2025-06-01 12:10:23,17,abouti,national
0612000001,0661100002,2025-06-01 07:51:20,26,abouti,national
0612000002,0661100005,2025-06-02 14:32:28,27,abouti,national
0612000001,0661100007,2025-06-04 09:26:21,11,abouti,national
0612000001,0661100001,2025-06-03 06:40:43,12,abouti,national
0612000001,0661100008,2025-06-03 09:07:41,17,abouti,national
0612000001,0662200001,2025-06-04 07:23:42,12,abouti,national
0612000001,0661100005,2025-06-02 07:35:53,26,abouti,national
0612000001,+33755443322,2025-06-01 09:55:46,11,abouti,international
0612000001,0661100003,2025-06-01 11:59:59,13,abouti,national
0612000002,+32499887766,2025-06-03 17:12:39,20,abouti,international
0612000002,+32499887766,2025-06-02 12:08:56,25,abouti,international
0612000003,0661100006,2025-06-01 22:47:39,23,abouti,national
0612000002,0661100008,2025-06-02 14:35:06,22,echoue,national
0612000001,0662200002,2025-06-01 10:53:34,28,abouti,national
0612000002,0661100007,2025-06-01 14:57:32,15,echoue,national
0612000001,+33698765432,2025-06-03 06:48:26,27,abouti,international
0612000002,+33755443322,2025-06-01 17:20:06,22,abouti,international
0612000003,0662400001,2025-06-02 22:12:26,17,abouti,national
0612000002,0662300002,2025-06-01 15:07:53,28,abouti,national
0612000003,0662400002,2025-06-02 20:50:25,165,abouti,national
0612000001,0661100006,2025-06-04 09:27:06,25,abouti,national
0612000001,0661100007,2025-06-04 09:26:22,9,abouti,national
0612000003,0661100002,2025-06-04 19:56:22,26,abouti,national
0612000001,0661100005,2025-06-02 06:25:21,10,abouti,national
0612000001,0661100004,2025-06-04 06:09:48,20,abouti,national
0612000003,0662400002,2025-06-04 21:33:33,15,echoue,national
0612000001,0661100005,2025-06-04 09:20:27,12,abouti,national
0612000002,0661100006,2025-06-04 12:32:47,9,abouti,national
0612000001,+33755443322,2025-06-02 06:39:20,11,abouti,international
0612000001,0661100005,2025-06-03 09:51:15,25,abouti,national
0612000002,0661100008,2025-06-01 13:43:46,22,abouti,national
0612000001,0661100005,2025-06-02 09:49:52,8,echoue,national
0612000003,+32477000111,2025-06-01 18:57:43,9,abouti,international
0612000001,0661100004,2025-06-03 07:37:42,25,abouti,national
0612000003,0661100001,2025-06-03 20:48:33,13,abouti,national
0612000002,0661100007,2025-06-03 16:35:20,28,abouti,national
0612000001,0662200001,2025-06-04 08:46:50,28,abouti,national
0612000003,0661100007,2025-06-04 21:30:58,10,abouti,national
0612000001,+33788991100,2025-06-02 09:57:53,27,abouti,international
0612000001,+33755443322,2025-06-04 10:22:27,23,abouti,international
0612000002,+33612345678,2025-06-01 12:28:33,27,abouti,international
0612000003,0661100006,2025-06-03 18:05:42,25,abouti,national
0612000002,0662300001,2025-06-04 15:21:29,23,abouti,national
0612000001,+32477000111,2025-06-01 09:55:59,25,abouti,international
0612000003,+32477000111,2025-06-03 22:19:12,9,abouti,international
0612000002,0661100008,2025-06-01 17:02:38,19,abouti,national
0612000002,0662300001,2025-06-04 16:52:24,21,abouti,national
0612000003,+32499887766,2025-06-01 22:58:09,28,echoue,international
0612000002,0661100005,2025-06-04 12:43:59,25,abouti,national
0612000002,+32477000111,2025-06-01 12:24:26,18,abouti,international
0612000001,0661100001,2025-06-03 08:47:20,26,echoue,national
0612000003,+33698765432,2025-06-02 18:47:05,11,abouti,international
0612000002,0661100001,2025-06-04 15:02:51,28,abouti,national
0612000002,0661100003,2025-06-02 14:46:20,24,abouti,national
0660100001,0669000001,2025-06-03 08:24:09,403,abouti,national
0612000001,+33788991100,2025-06-04 10:21:10,26,abouti,international
0612000001,0661100001,2025-06-01 06:37:27,8,abouti,national
0612000002,+32499887766,2025-06-01 17:27:05,17,abouti,international
0612000002,+32477000111,2025-06-01 15:03:15,10,abouti,international
0612000001,+33612345678,2025-06-01 06:43:47,10,abouti,international
0612000001,0661100007,2025-06-02 06:06:38,19,abouti,national
0612000003,0662400002,2025-06-03 19:29:58,21,abouti,national
0612000001,0661100005,2025-06-03 09:21:59,17,abouti,national
0612000001,+33698765432,2025-06-04 09:45:20,22,abouti,international
0612000002,0661100002,2025-06-03 12:55:50,24,abouti,national
0612000002,0661100007,2025-06-03 12:19:10,24,abouti,national
0612000003,+33788991100,2025-06-01 22:48:42,11,abouti,international
0612000001,0662200001,2025-06-02 08:51:29,22,abouti,national
0612000002,0661100003,2025-06-02 17:53:25,17,abouti,national
0612000002,0661100006,2025-06-04 14:31:36,20,abouti,national
0612000002,0661100003,2025-06-03 17:08:46,25,abouti,national
0612000003,+32499887766,2025-06-01 20:49:44,17,abouti,international
0612000002,0661100007,2025-06-04 16:11:11,27,abouti,national
0612000001,0661100006,2025-06-01 09:06:06,22,abouti,national
0612000001,0661100004,2025-06-04 10:01:05,22,abouti,national
0612000002,0661100001,2025-06-01 14:52:28,20,abouti,national
0612000002,0661100003,2025-06-01 17:28:48,20,abouti,national
0612000002,+32477000111,2025-06-01 16:31:44,10,abouti,international
0612000003,+33755443322,2025-06-04 22:00:21,17,abouti,international
0612000002,+32477000111,2025-06-04 17:52:23,22,echoue,international
0612000001,0661100002,2025-06-03 08:27:40,21,abouti,national
0612000002,0662300001,2025-06-01 13:07:08,63,abouti,national
0612000003,+33612345678,2025-06-02 18:22:25,9,abouti,international
0612000002,0661100005,2025-06-02 14:15:09,27,abouti,national
0612000002,0661100008,2025-06-02 16:51:44,15,abouti,national
0612000001,0662200001,2025-06-03 10:41:05,18,abouti,national
0612000001,0661100003,2025-06-04 08:01:11,24,abouti,national
0612000003,0661100008,2025-06-04 18:36:57,12,abouti,national
0612000002,0661100003,2025-06-03 14:48:55,17,abouti,national
0612000001,0662200002,2025-06-03 07:03:10,26,abouti,national
0612000002,+33755443322,2025-06-04 16:58:39,11,echoue,international
0612000003,+32499887766,2025-06-02 18:01:25,22,abouti,international
0612000001,0661100008,2025-06-03 10:40:45,9,abouti,national
0612000002,0661100004,2025-06-01 12:11:02,22,abouti,national
0612000002,0661100008,2025-06-01 13:51:57,19,echoue,national
0612000002,+33788991100,2025-06-02 12:42:22,10,abouti,international
0612000001,0661100001,2025-06-01 06:40:07,16,abouti,national
0660100001,0669000004,2025-06-01 17:07:49,294,abouti,national
0612000001,0661100002,2025-06-04 08:31:45,18,abouti,national
0612000003,+32499887766,2025-06-02 19:05:37,10,echoue,international
0612000001,+33755443322,2025-06-01 10:16:25,18,abouti,international
0612000002,0661100005,2025-06-02 17:30:41,28,abouti,national
0612000002,0661100002,2025-06-03 12:32:20,20,abouti,national
0612000003,+33612345678,2025-06-01 22:49:49,15,abouti,international
0612000001,+33788991100,2025-06-01 09:37:47,9,abouti,international
0612000003,0661100006,2025-06-04 18:40:11,28,abouti,national
0612000003,+32477000111,2025-06-02 19:12:57,18,echoue,international
0612000001,0661100008,2025-06-04 08:07:47,24,abouti,national
0612000002,+33788991100,2025-06-04 15:47:33,22,abouti,international
0612000002,0661100006,2025-06-04 16:15:19,24,abouti,national
0612000002,0662300002,2025-06-02 14:45:11,48,abouti,national
0612000002,+32477000111,2025-06-01 12:04:11,28,abouti,international
0612000001,0661100005,2025-06-04 06:33:32,13,abouti,national
0612000001,+33755443322,2025-06-02 06:14:01,14,abouti,international
0612000001,0661100008,2025-06-01 09:36:30,14,abouti,national
0612000002,0661100004,2025-06-03 12:16:24,22,abouti,national
0612000003,+33612345678,2025-06-04 22:39:40,28,abouti,international
0612000002,+32477000111,2025-06-02 13:19:30,17,abouti,international
0612000001,0661100007,2025-06-03 09:47:30,28,abouti,national
